rental_id,price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
5057,1627000,0,1,403,2,11,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1371,4475000,2,2,1449,2,13,10,0,0,0,1,1,0,0,1,Chelsea,Manhattan
7918,1747500,1,1,800,9,3,36,0,1,0,1,1,0,0,1,Midtown East,Manhattan
8592,2425000,2,2,938,4,13,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
7217,2497500,1,1,947,5,7,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
221,1450000,1,1,600,2,9,84,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3302,1592000,1,1,696,2,4,48,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5980,1500000,0,1,500,3,3,116,0,1,0,1,1,1,0,0,Greenwich Village,Manhattan
5351,5200000,3,2,1797,5,25,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
9316,1050000,0,1,450,13,5,60,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
5519,1580000,0,1,602,1,7,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10360,1654000,0,1,470,4,18,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6706,1750000,0,1,499,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10943,2423000,2,1,805,9,14,86,1,0,1,1,1,0,0,0,Gramercy Park,Manhattan
10781,1150000,1,1,611,9,6,12,1,1,1,1,1,0,0,1,East Harlem,Manhattan
1035,1375000,0,1,493,10,9,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2907,1347500,0,1,445,3,25,29,0,1,1,1,1,0,0,1,Financial District,Manhattan
1046,3497500,2,2,1091,2,14,92,0,1,0,1,0,0,0,1,Upper West Side,Manhattan
9075,3000000,2,2,1034,3,37,15,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8585,1310000,0.5,1,466,4,18,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
8688,2447500,2,0,950,6,3,96,1,0,0,0,0,0,0,0,Midtown East,Manhattan
9783,1625000,1,1,900,2,1,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
7085,1749000,0,1,464,2,15,13,1,1,1,1,1,1,0,1,Flatiron,Manhattan
1509,995000,1,1,475,10,1,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3053,1325000,0,1,471,2,45,29,0,0,1,1,1,1,0,0,Midtown,Manhattan
6071,2897500,2,2,1133,2,19,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1517,3750000,2,2,1104,4,31,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
7818,1300000,1,1,650,6,1,106,1,0,0,0,0,0,0,0,Midtown East,Manhattan
9850,3362500,1,1,1021,5,18,37,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
5456,1600000,0,1,622,5,10,31,0,0,0,0,0,1,0,1,Battery Park City,Manhattan
8807,10000000,3,3,2600,2,3,86,0,1,0,1,1,1,0,1,Soho,Manhattan
7320,1820000,1,1,664,1,8,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
895,2250000,2,1,800,13,29,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4008,2800000,2,2,1049,5,30,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6062,1950000,2,1,1000,2,7,115,0,1,1,1,0,0,0,0,Midtown,Manhattan
1778,1642500,1,1,586,2,4,99,1,0,1,0,1,1,0,0,Upper West Side,Manhattan
956,1425000,0,1,500,6,2,59,0,0,1,0,0,0,0,0,Midtown East,Manhattan
9620,1975000,1,1,714,4,6,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5820,1387500,0,1,486,1,12,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
6662,1920000,1,1,709,8,11,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6805,1050000,1,1,500,8,4,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6520,1147500,0,1,250,2,1,118,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4053,1850000,1.5,1,900,12,14,55,0,0,0,1,0,0,0,0,Midtown East,Manhattan
7547,1775000,1,1,900,2,6,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2267,4250000,2,2,1275,2,7,86,0,0,0,0,0,0,0,0,Tribeca,Manhattan
5937,2750000,1,1,925,3,4,101,0,1,1,1,1,1,1,1,Tribeca,Manhattan
368,2672500,2,2,1038,7,28,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7503,2575000,1,1,679,3,17,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1691,1982500,1,1,629,7,25,39,1,0,0,0,0,0,1,0,Midtown East,Manhattan
4915,2200000,2,1,950,7,31,42,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8845,2670000,2,2,971,8,9,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
11124,1050000,0,1,400,5,1,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9798,3625000,3,2,1339,2,4,32,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8269,1425000,1,1,488,1,17,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1941,993500,1,1,850,2,3,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
971,1800000,1,1,668,5,7,30,0,0,0,1,1,1,0,0,Battery Park City,Manhattan
8415,1650000,1.5,1,650,13,16,9,0,0,0,0,0,1,0,0,Midtown West,Manhattan
7606,1897500,0,1,577,4,21,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3262,1200000,2,1,1250,5,2,101,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
864,2205000,1,1,802,2,10,89,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5581,4625000,3,3,1800,4,9,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
395,1615000,2,2,1000,5,8,7,1,0,0,0,0,0,0,0,East Harlem,Manhattan
2036,1750000,1,1,678,5,7,85,1,1,1,0,1,1,0,0,Upper East Side,Manhattan
8393,2000000,1,1,672,15,30,43,1,0,0,1,1,0,0,0,Midtown East,Manhattan
4073,1906500,0,1,826,4,20,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
388,1875000,1,1,679,3,30,86,0,1,1,1,1,0,0,1,Financial District,Manhattan
1611,2295000,1,1,730,3,12,89,1,1,0,1,1,0,0,1,Upper East Side,Manhattan
10959,2028000,2,1,920,7,8,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4461,3625000,4,3,2000,4,3,96,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
10570,1797500,2,1,700,4,3,8,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
7757,4250000,2,1,1613,3,8,101,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
8387,1475000,1,1,587,3,22,36,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6779,1800000,1,1,775,4,9,85,0,0,1,1,1,0,0,1,Financial District,Manhattan
6140,1865000,1,1,740,2,28,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
2349,1550000,0,1,550,2,9,55,1,0,0,0,0,1,0,0,Greenwich Village,Manhattan
5750,1747500,2,1,750,3,2,126,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2223,1850000,3,2,1250,3,3,96,0,1,0,1,1,0,1,0,Inwood,Manhattan
3796,1925000,1,1,817,2,4,85,1,1,0,0,1,1,0,0,Upper West Side,Manhattan
1164,1800000,2,1,700,2,6,86,0,0,1,0,0,0,0,0,Midtown East,Manhattan
2933,1047500,0,1,475,3,6,91,0,0,0,0,0,0,0,0,Flatiron,Manhattan
3863,3825000,2,2,1235,4,20,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
4492,1395000,0,1,421,5,5,17,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
3368,1647500,1,1,628,6,31,37,0,1,1,1,1,1,1,1,Midtown East,Manhattan
9890,1500000,3,2,620,11,1,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1305,4450000,2,2,1100,4,35,33,0,0,0,1,0,0,1,0,Midtown,Manhattan
8839,1480000,0,1,537,1,7,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
6505,2200000,1,1,692,2,8,29,0,1,1,1,1,1,0,1,Tribeca,Manhattan
4244,1497500,0,1,500,1,11,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
7054,975000,1,1,596,5,3,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
5772,1925000,1,1,675,5,3,61,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
131,2000000,3,1,1000,5,5,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
277,2909500,2,1,1121,2,19,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
6421,2050000,1,1,944,8,13,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV,Manhattan
10703,2097500,4,2,1300,4,2,91,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
10302,2100000,1,1,535,0,7,4,0,0,0,0,0,0,0,0,East Village,Manhattan
299,1912500,1,1,764,7,5,39,1,0,0,0,0,1,0,0,Midtown East,Manhattan
1822,2625000,1,1,1158,1,8,180,0,0,0,0,1,0,0,0,Financial District,Manhattan
2996,1700000,2,1,800,6,3,106,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
430,1361500,0,1,457,4,22,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1176,1900000,2,1,817,1,7,8,0,0,0,0,0,0,0,0,Chinatown,Manhattan
10117,7500000,2,2,2000,4,4,13,0,1,0,0,0,1,0,0,Tribeca,Manhattan
1598,1900000,1,1,700,13,5,9,0,0,0,0,1,1,0,0,Midtown West,Manhattan
8826,1671000,1,1,648,14,18,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
505,3940000,3,2,1500,4,16,35,1,1,0,1,1,0,0,1,Midtown East,Manhattan
7851,2482500,1,1,812,5,32,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
239,8000000,4,4,2110,8,16,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
5675,800000,0,1,550,5,1,11,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
11246,1593500,2,1,650,2,18,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
5001,1375000,1,1,550,8,1,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1843,2979000,2,2,1300,1,21,51,1,0,0,1,1,0,0,0,Midtown West,Manhattan
6947,2050000,2,2,940,2,3,12,0,1,0,0,1,0,0,1,Chinatown,Manhattan
4428,1800000,2,1,710,6,34,37,0,0,1,0,1,1,0,0,Midtown East,Manhattan
10894,1850000,1,1,600,5,9,37,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8645,1350000,0,1,550,5,16,59,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1244,2000000,3,1,700,5,10,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8877,1650000,1,1,650,10,5,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2717,1175000,1,1,771,5,16,58,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
6151,1897500,2,1,750,2,11,116,0,0,0,0,1,0,0,0,Financial District,Manhattan
10080,3750000,3,2,1300,3,16,27,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
90,2885500,2,2,1018,9,10,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8519,2300000,1,1,960,5,22,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
7922,1700000,1,1,850,3,7,87,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1110,1857500,1,1,591,6,11,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
944,1375000,0,1,595,1,8,76,0,0,1,0,1,1,0,1,Financial District,Manhattan
10053,800000,1,1,450,3,3,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
7819,3250000,2,2,1188,2,64,29,0,1,0,1,1,0,0,1,Midtown,Manhattan
3820,750000,0,1,450,2,3,106,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2769,1397500,1,1,700,9,13,42,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
1662,1605500,1,1,775,2,17,53,1,0,0,1,0,0,0,0,Midtown,Manhattan
6710,3450000,2,2,1196,10,4,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
9647,1225000,2,1,870,3,5,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
7425,2200000,1,1,750,2,2,30,0,0,0,0,1,0,0,0,Flatiron,Manhattan
9744,1947500,1,1,650,8,27,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1888,2630000,2,2,1139,3,5,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2339,3750000,2,2,1214,3,15,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
5174,2747500,1,1,1000,2,7,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2784,1297500,1,1,600,2,4,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
3073,2750000,1,1,1000,2,4,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
7594,2500000,1,1,550,2,18,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
6367,2075000,1,1,640,3,14,9,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
7285,1550000,1,1,575,2,5,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4421,1997500,1,1,589,4,11,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
35,1937500,1,1,653,4,14,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
6517,3500000,2,1,1350,3,6,108,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2212,1887500,1,1,609,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8710,5250000,3,2,3000,2,7,86,0,0,0,0,0,0,0,0,East Village,Manhattan
5393,6000000,3,2,1982,4,20,10,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
10701,1375000,0,1,546,4,6,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
8551,3400000,1,2,1233,3,6,52,1,1,1,1,1,0,0,1,Tribeca,Manhattan
3578,1850000,2,1,900,1,4,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
7688,1583500,0,1,675,4,2,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
8629,1887500,1,1,632,2,30,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8897,1747500,2,1,631,3,1,102,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
2224,1450000,2,2,1200,3,3,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4625,1902500,1,1,698,6,3,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10293,2975000,1,1,988,5,33,9,1,0,0,0,0,0,0,0,Midtown,Manhattan
4201,4250000,3,2,2000,4,18,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6261,3403000,2,2,1082,2,28,16,1,1,0,1,1,1,0,1,Flatiron,Manhattan
5394,1597500,1,1,800,4,6,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
7892,5300000,3,3,1749,6,23,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6254,1650000,0,1,500,3,2,86,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
10090,1475000,0,1,585,2,17,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
1745,1497500,1,1,670,8,10,28,0,0,0,1,1,1,0,1,Midtown West,Manhattan
10494,2650000,1,1,960,2,7,106,0,0,0,1,0,0,1,0,Chelsea,Manhattan
2197,2200000,2,2,927,12,31,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9854,1550000,0,1,602,9,8,15,0,0,1,1,1,0,0,1,Midtown East,Manhattan
4023,1995000,1,2,1000,8,24,18,1,1,0,1,1,0,0,0,Upper East Side,Manhattan
9411,1249500,0,1,367,2,11,112,0,0,0,0,1,0,0,0,Financial District,Manhattan
1438,2347500,2,1,900,4,3,51,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1654,3550000,2,2,1900,3,4,116,0,0,0,0,0,0,0,0,Soho,Manhattan
789,2800000,2,2,850,1,21,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1838,1200000,0,1,550,7,1,85,0,0,0,0,1,0,0,0,Midtown East,Manhattan
8219,2097500,1,1,885,6,14,60,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1012,2725000,2,2,1070,13,32,9,1,1,1,1,1,0,0,1,Midtown West,Manhattan
10785,1650000,0,1,538,3,7,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
9463,1702500,1,1,591,6,14,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1537,6000000,2,2,2027,1,3,156,0,0,0,1,1,1,0,1,Greenwich Village,Manhattan
661,2900000,2,2,1200,8,25,32,0,0,1,1,1,1,1,1,Midtown East,Manhattan
858,3997500,1,1,990,2,12,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
6790,850000,0,1,350,9,1,96,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
1714,1950000,0,1,698,2,21,8,0,0,0,1,1,0,0,0,Financial District,Manhattan
5998,1297500,1,1,800,3,2,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9401,1732500,1,1,804,14,3,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1852,1275000,2.5,1,1000,6,4,115,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2144,1750000,1,1,600,2,32,28,0,0,0,1,1,0,0,1,Midtown West,Manhattan
2965,3150000,2,2,1207,2,47,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5168,2250000,0,1,850,1,3,13,0,1,0,1,1,0,0,1,Soho,Manhattan
5741,1697500,0,1,474,4,15,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
5316,7000000,2,2,1814,3,5,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
859,3450000,2,2,1800,10,43,41,0,1,1,0,1,1,0,0,Midtown East,Manhattan
10506,1752500,1,1,754,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
11329,1487500,0,1,587,3,3,52,1,1,0,0,0,1,0,0,Tribeca,Manhattan
9805,1050000,2,1,500,11,3,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4410,4500000,2,2,1578,2,10,10,0,0,0,0,0,1,1,0,Midtown East,Manhattan
710,4250000,2,2,1459,3,4,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
8565,2997500,1,2,970,2,2,124,1,0,0,0,0,0,0,0,West Village,Manhattan
6301,1850000,1,1,655,5,8,29,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
8912,3000000,1,1,945,5,7,84,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
2256,8000000,3,3,2195,5,19,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
7257,1025000,1,1,900,3,2,106,0,0,0,1,0,0,0,0,Central Harlem,Manhattan
8566,1575000,1,1,575,2,11,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
9062,2509000,1,1,737,1,3,6,1,0,0,0,0,1,0,0,East Village,Manhattan
1809,2950000,1,1,811,6,31,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
5668,1512500,0,1,515,6,10,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10358,1800000,3,1,1050,3,4,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
5505,2292500,1,1,900,3,5,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1,1750000,1,1,850,3,18,54,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4068,1250000,0,1,400,2,2,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
1449,1750000,1,1,710,6,10,37,0,0,1,0,0,0,0,0,Midtown East,Manhattan
3613,1475000,1,1,700,5,2,6,0,0,1,0,0,1,0,0,Midtown West,Manhattan
9625,3100000,2,2,1002,1,19,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4414,3850000,2,2,1546,10,43,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
2481,3000000,2,2,1280,3,11,29,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
3519,1150000,1,1,500,9,2,116,0,0,0,0,0,0,0,0,East Village,Manhattan
5366,2600000,2,1,823,5,4,3,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3018,5475000,3,3,1749,6,24,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2435,3621500,2,2,1231,2,18,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
8518,1550000,2,1,700,6,4,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3632,1225000,2,1,900,9,2,96,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
6005,1750000,1,1,600,2,81,114,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1556,2800000,1,1,800,5,4,86,0,0,0,1,1,0,0,0,West Village,Manhattan
4700,1500000,1,0,526,4,4,45,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10922,1125000,0,1,400,5,2,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4010,1926500,0,1,464,2,30,13,1,0,0,0,0,0,1,0,Flatiron,Manhattan
1000,2625000,1,1,850,4,11,93,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8801,1462500,1,1,650,5,6,31,1,0,1,0,0,1,0,0,Battery Park City,Manhattan
893,1750000,1,1,700,13,23,9,1,0,0,1,1,0,0,0,Midtown West,Manhattan
2260,1950000,1,1,719,3,23,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2520,1350000,0,1,466,5,7,10,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
8298,1149500,1,1,700,3,3,86,0,0,1,1,1,0,1,0,Midtown East,Manhattan
3963,1747500,1,1,708,14,11,30,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
6555,2997500,3,2,1417,4,9,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3176,10000000,2,2,2200,2,2,5,0,1,1,1,1,0,0,1,Tribeca,Manhattan
681,2600000,1,1,691,3,29,7,0,0,1,1,1,1,0,1,Midtown,Manhattan
3807,3000000,1,1,802,2,48,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
10093,949500,0,1,350,7,2,96,0,0,0,0,0,0,0,0,East Village,Manhattan
2225,1787500,1,1,735,4,5,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
9311,1247500,2,1,800,4,2,116,0,0,0,0,0,0,0,0,East Harlem,Manhattan
568,3200000,2,2,1024,10,2,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8334,1697500,1,1,700,12,33,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
6466,1750000,0,1,550,2,7,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
11192,5800000,2,3,1665,3,10,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
10220,3650000,2,2,1167,1,2,3,0,0,0,0,0,0,0,0,East Village,Manhattan
6135,1662500,1,1,607,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4338,1997500,1,1,602,6,2,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
9368,1500000,1,1,650,11,7,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
2871,1525000,0,1,484,6,7,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
3997,1696000,1,1,769,2,6,47,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8842,2432500,1,1,697,2,19,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
11335,2945000,1,1,752,3,28,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2492,1777500,1,1,600,2,5,99,1,1,0,1,1,0,1,1,Upper West Side,Manhattan
3308,3900000,4,2,1900,5,9,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5197,1822500,1,1,811,14,1,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1336,5250000,3,3,2100,6,12,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2488,1600000,0,1,462,2,5,28,0,0,1,1,1,1,0,1,Midtown West,Manhattan
2338,4175000,3,3,1436,4,12,27,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2888,1175000,0,1,367,2,2,112,0,0,0,1,1,0,0,0,Financial District,Manhattan
5589,4400000,2,2,1612,9,17,15,0,0,1,1,1,1,0,0,Midtown East,Manhattan
10438,1771500,0,1,523,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
511,8750000,3,3,3016,7,39,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10497,2100000,0,1,567,12,6,7,0,0,1,1,1,0,1,1,Chelsea,Manhattan
1539,1997500,1,1,938,1,6,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
11215,4250000,2,2,1807,1,23,88,1,1,0,1,1,0,0,1,Financial District,Manhattan
7232,5250000,2,2,1460,2,9,75,0,1,0,1,1,1,0,1,Central Park South,Manhattan
2491,2000000,1,1,764,7,12,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4643,1375000,1,1,800,3,4,75,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1406,5250000,3,3,1500,4,25,20,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
1929,1875000,1,1,817,5,32,13,0,0,0,1,1,1,0,0,Midtown South,Manhattan
437,2475000,3,1,850,6,3,86,0,0,0,0,0,0,0,0,Midtown South,Manhattan
6778,2484000,2,2,948,14,21,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1139,2000000,1,1,874,7,9,12,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
2913,1050000,0,1,350,7,4,116,0,0,0,0,0,0,0,0,East Village,Manhattan
8759,1247500,0,1,400,1,33,37,1,0,0,0,0,0,0,0,Midtown,Manhattan
7180,2050000,3,1,1100,3,6,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10790,3375000,2,2,1589,9,10,15,0,0,0,0,0,1,0,0,Midtown East,Manhattan
9492,1300000,0,1,441,7,8,60,0,0,1,1,0,0,0,0,Midtown East,Manhattan
6565,4925000,3,3,2100,2,17,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
7864,2050000,1,1,690,5,9,1,0,0,0,0,0,0,0,0,Midtown East,Manhattan
634,2897500,1,1,626,3,8,2,1,0,0,0,0,0,0,0,East Village,Manhattan
732,3500000,3,2,1500,9,11,30,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
5488,3800000,2,2,1325,2,42,8,1,1,1,1,1,0,0,1,Financial District,Manhattan
1542,5950000,3,2,2305,1,37,102,0,0,1,0,0,0,0,0,Financial District,Manhattan
7599,1590500,0,1,581,3,16,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
7739,4000000,2,2,1250,2,15,13,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8692,10000000,4,4,2160,1,18,9,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
7924,1825000,0,1,520,2,8,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4874,3000000,4,2,1700,6,5,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
9937,2225000,1,1,985,5,10,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4958,1147500,2,1,700,7,6,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
3275,2027500,1,1,818,4,7,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
6475,1897500,2,1,900,2,8,102,1,0,0,0,0,0,0,0,Midtown South,Manhattan
7028,1875000,1,1,500,4,4,156,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
